Table,Field,Type,Nullable,Default,Description,Category
ParameterLimits,parameter,OperationParameter,No,,,Other
ParameterGroup,id,String,No,cuid(,,Other
ParameterGroup,groupName,String,No,,,Other
ParameterGroup,parentGroupId,String,Yes,,,Other
ParameterGroup,groupType,ParameterGroupType,No,,,Other
ParameterGroup,description,String,Yes,,,Other
ParameterGroup,tags,String[],No,,,Other
ParameterGroup,displayOrder,Int,Yes,,,Other
ParameterGroup,icon,String,Yes,,,Other
ParameterGroup,color,String,Yes,,,Other
ParameterGroup,createdAt,DateTime,No,now(,,Other
ParameterGroup,updatedAt,DateTime,No,,,Other
ParameterGroup,parameters,OperationParameter[],No,,,Other
ParameterGroup,parentGroup,ParameterGroup,Yes,,,Other
ParameterGroup,childGroups,ParameterGroup[],No,,,Other
ParameterFormula,id,String,No,cuid(,,Other
ParameterFormula,formulaName,String,No,,,Other
ParameterFormula,outputParameterId,String,No,,,Other
ParameterFormula,formulaExpression,String,No,,,Other
ParameterFormula,formulaLanguage,FormulaLanguage,No,JAVASCRIPT,,Other
ParameterFormula,inputParameterIds,String[],No,,,Other
ParameterFormula,evaluationTrigger,EvaluationTrigger,No,ON_CHANGE,,Other
ParameterFormula,evaluationSchedule,String,Yes,,,Other
ParameterFormula,testCases,Json,Yes,,,Other
ParameterFormula,isActive,Boolean,No,true,,Other
ParameterFormula,createdAt,DateTime,No,now(,,Other
ParameterFormula,updatedAt,DateTime,No,,,Other
ParameterFormula,createdBy,String,No,,,Other
ParameterFormula,lastModifiedBy,String,Yes,,,Other
ParameterFormula,outputParameter,OperationParameter,No,,,Other
OperationDependency,id,String,No,cuid(,,Production Management
OperationDependency,dependentOperationId,String,No,,,Production Management
OperationDependency,prerequisiteOperationId,String,No,,,Production Management
OperationDependency,dependencyType,DependencyType,No,,,Production Management
OperationDependency,timingType,DependencyTimingType,No,,,Production Management
OperationDependency,lagTime,Int,Yes,,,Production Management
OperationDependency,leadTime,Int,Yes,,,Production Management
OperationDependency,condition,String,Yes,,,Production Management
OperationDependency,isOptional,Boolean,No,auto,,Production Management
OperationDependency,notes,String,Yes,,,Production Management
OperationDependency,createdAt,DateTime,No,now(,,Production Management
OperationDependency,updatedAt,DateTime,No,,,Production Management
OperationDependency,dependentOperation,Operation,No,,,Production Management
OperationDependency,prerequisiteOperation,Operation,No,,,Production Management
PersonnelOperationSpecification,id,String,No,cuid(,,Production Management
PersonnelOperationSpecification,operationId,String,No,,,Production Management
PersonnelOperationSpecification,personnelClassId,String,Yes,,,Production Management
PersonnelOperationSpecification,skillId,String,Yes,,,Production Management
PersonnelOperationSpecification,minimumCompetency,CompetencyLevel,Yes,,,Production Management
PersonnelOperationSpecification,requiredCertifications,String[],No,,,Production Management
PersonnelOperationSpecification,quantity,Int,No,1,,Production Management
PersonnelOperationSpecification,isOptional,Boolean,No,auto,,Production Management
PersonnelOperationSpecification,roleName,String,Yes,,,Production Management
PersonnelOperationSpecification,roleDescription,String,Yes,,,Production Management
PersonnelOperationSpecification,notes,String,Yes,,,Production Management
PersonnelOperationSpecification,createdAt,DateTime,No,now(,,Production Management
PersonnelOperationSpecification,updatedAt,DateTime,No,,,Production Management
PersonnelOperationSpecification,operation,Operation,No,,,Production Management
EquipmentOperationSpecification,id,String,No,cuid(,,Core Infrastructure
EquipmentOperationSpecification,operationId,String,No,,,Core Infrastructure
EquipmentOperationSpecification,equipmentClass,EquipmentClass,Yes,,,Core Infrastructure
EquipmentOperationSpecification,equipmentType,String,Yes,,,Core Infrastructure
EquipmentOperationSpecification,specificEquipmentId,String,Yes,,,Core Infrastructure
EquipmentOperationSpecification,requiredCapabilities,String[],No,,,Core Infrastructure
EquipmentOperationSpecification,minimumCapacity,Float,Yes,,,Core Infrastructure
EquipmentOperationSpecification,quantity,Int,No,1,,Core Infrastructure
EquipmentOperationSpecification,isOptional,Boolean,No,auto,,Core Infrastructure
EquipmentOperationSpecification,setupRequired,Boolean,No,auto,,Core Infrastructure
EquipmentOperationSpecification,setupTime,Int,Yes,,,Core Infrastructure
EquipmentOperationSpecification,notes,String,Yes,,,Core Infrastructure
EquipmentOperationSpecification,createdAt,DateTime,No,now(,,Core Infrastructure
EquipmentOperationSpecification,updatedAt,DateTime,No,,,Core Infrastructure
EquipmentOperationSpecification,operation,Operation,No,,,Core Infrastructure
MaterialOperationSpecification,id,String,No,cuid(,,Production Management
MaterialOperationSpecification,operationId,String,No,,,Production Management
MaterialOperationSpecification,materialDefinitionId,String,Yes,,,Production Management
MaterialOperationSpecification,materialClassId,String,Yes,,,Production Management
MaterialOperationSpecification,materialType,MaterialType,Yes,,,Production Management
MaterialOperationSpecification,quantity,Float,No,,,Production Management
MaterialOperationSpecification,unitOfMeasure,String,No,,,Production Management
MaterialOperationSpecification,consumptionType,ConsumptionType,No,,,Production Management
MaterialOperationSpecification,requiredProperties,String[],No,,,Production Management
MaterialOperationSpecification,qualityRequirements,String,Yes,,,Production Management
MaterialOperationSpecification,isOptional,Boolean,No,auto,,Production Management
MaterialOperationSpecification,allowSubstitutes,Boolean,No,auto,,Production Management
MaterialOperationSpecification,notes,String,Yes,,,Production Management
MaterialOperationSpecification,createdAt,DateTime,No,now(,,Production Management
MaterialOperationSpecification,updatedAt,DateTime,No,,,Production Management
MaterialOperationSpecification,operation,Operation,No,,,Production Management
PhysicalAssetOperationSpecification,id,String,No,cuid(,,Production Management
PhysicalAssetOperationSpecification,operationId,String,No,,,Production Management
PhysicalAssetOperationSpecification,assetType,PhysicalAssetType,No,,,Production Management
PhysicalAssetOperationSpecification,assetCode,String,Yes,,,Production Management
PhysicalAssetOperationSpecification,assetName,String,No,,,Production Management
PhysicalAssetOperationSpecification,specifications,Json,Yes,,,Production Management
PhysicalAssetOperationSpecification,quantity,Int,No,1,,Production Management
PhysicalAssetOperationSpecification,isOptional,Boolean,No,auto,,Production Management
PhysicalAssetOperationSpecification,requiresCalibration,Boolean,No,auto,,Production Management
PhysicalAssetOperationSpecification,calibrationInterval,Int,Yes,,,Production Management
PhysicalAssetOperationSpecification,estimatedLifeCycles,Int,Yes,,,Production Management
PhysicalAssetOperationSpecification,notes,String,Yes,,,Production Management
PhysicalAssetOperationSpecification,createdAt,DateTime,No,now(,,Production Management
PhysicalAssetOperationSpecification,updatedAt,DateTime,No,,,Production Management
PhysicalAssetOperationSpecification,operation,Operation,No,,,Production Management
Part,id,String,No,cuid(,,Other
Part,partNumber,String,No,,,Other
Part,partName,String,No,,,Other
Part,description,String,Yes,,,Other
Part,partType,String,No,,,Other
Part,productType,ProductType,No,MADE_TO_STOCK,,Other
Part,lifecycleState,ProductLifecycleState,No,PRODUCTION,,Other
Part,unitOfMeasure,String,No,,,Other
Part,weight,Float,Yes,,,Other
Part,weightUnit,String,Yes,,,Other
Part,drawingNumber,String,Yes,,,Other
Part,revision,String,Yes,,,Other
Part,cadModelUrl,String,Yes,,,Other
Part,releaseDate,DateTime,Yes,,,Other
Part,obsoleteDate,DateTime,Yes,,,Other
Part,replacementPartId,String,Yes,,,Other
Part,makeOrBuy,String,Yes,MAKE,,Other
Part,leadTimeDays,Int,Yes,,,Other
Part,lotSizeMin,Int,Yes,,,Other
Part,lotSizeMultiple,Int,Yes,,,Other
Part,standardCost,Float,Yes,,,Other
Part,targetCost,Float,Yes,,,Other
Part,currency,String,Yes,USD,,Other
Part,isActive,Boolean,No,true,,Other
Part,isConfigurable,Boolean,No,auto,,Other
Part,requiresFAI,Boolean,No,auto,,Other
Part,createdAt,DateTime,No,now(,,Other
Part,updatedAt,DateTime,No,,,Other
Part,componentItems,BOMItem[],No,,,Other
Part,bomItems,BOMItem[],No,,,Other
Part,equipmentMaterialMovements,EquipmentMaterialMovement[],No,,,Other
Part,erpMaterialTransactions,ERPMaterialTransaction[],No,,,Other
Part,inventoryItems,Inventory[],No,,,Other
Part,siteAvailability,PartSiteAvailability[],No,,,Other
Part,replacementPart,Part,Yes,,,Other
Part,replacedParts,Part[],No,,,Other
Part,configurations,ProductConfiguration[],No,,,Other
Part,lifecycleHistory,ProductLifecycle[],No,,,Other
Part,specifications,ProductSpecification[],No,,,Other
Part,productionScheduleRequests,ProductionScheduleRequest[],No,,,Other
Part,qualityPlans,QualityPlan[],No,,,Other
Part,routings,Routing[],No,,,Other
Part,scheduleEntries,ScheduleEntry[],No,,,Other
Part,serializedParts,SerializedPart[],No,,,Other
Part,workOrders,WorkOrder[],No,,,Other
PartSiteAvailability,id,String,No,cuid(,,Core Infrastructure
PartSiteAvailability,partId,String,No,,,Core Infrastructure
PartSiteAvailability,siteId,String,No,,,Core Infrastructure
PartSiteAvailability,isPreferred,Boolean,No,auto,,Core Infrastructure
PartSiteAvailability,isActive,Boolean,No,true,,Core Infrastructure
PartSiteAvailability,leadTimeDays,Int,Yes,,,Core Infrastructure
PartSiteAvailability,minimumLotSize,Int,Yes,,,Core Infrastructure
PartSiteAvailability,maximumLotSize,Int,Yes,,,Core Infrastructure
PartSiteAvailability,standardCost,Float,Yes,,,Core Infrastructure
PartSiteAvailability,setupCost,Float,Yes,,,Core Infrastructure
PartSiteAvailability,effectiveDate,DateTime,Yes,,,Core Infrastructure
PartSiteAvailability,expirationDate,DateTime,Yes,,,Core Infrastructure
PartSiteAvailability,notes,String,Yes,,,Core Infrastructure
PartSiteAvailability,createdAt,DateTime,No,now(,,Core Infrastructure
PartSiteAvailability,updatedAt,DateTime,No,,,Core Infrastructure
PartSiteAvailability,part,Part,No,,,Core Infrastructure
PartSiteAvailability,site,Site,No,,,Core Infrastructure
BOMItem,id,String,No,cuid(,,Material Management
BOMItem,parentPartId,String,No,,,Material Management
BOMItem,componentPartId,String,No,,,Material Management
BOMItem,quantity,Float,No,,,Material Management
BOMItem,unitOfMeasure,String,No,,,Material Management
BOMItem,scrapFactor,Float,Yes,auto,,Material Management
BOMItem,sequence,Int,Yes,,,Material Management
BOMItem,findNumber,String,Yes,,,Material Management
BOMItem,referenceDesignator,String,Yes,,,Material Management
BOMItem,operationId,String,Yes,,,Material Management
BOMItem,operationNumber,Int,Yes,,,Material Management
BOMItem,effectiveDate,DateTime,Yes,,,Material Management
BOMItem,obsoleteDate,DateTime,Yes,,,Material Management
BOMItem,ecoNumber,String,Yes,,,Material Management
BOMItem,isOptional,Boolean,No,auto,,Material Management
BOMItem,isCritical,Boolean,No,auto,,Material Management
BOMItem,notes,String,Yes,,,Material Management
BOMItem,isActive,Boolean,No,true,,Material Management
BOMItem,createdAt,DateTime,No,now(,,Material Management
BOMItem,updatedAt,DateTime,No,,,Material Management
BOMItem,componentPart,Part,No,,,Material Management
BOMItem,operation,Operation,Yes,,,Material Management
BOMItem,parentPart,Part,No,,,Material Management
ProductSpecification,id,String,No,cuid(,,Other
ProductSpecification,partId,String,No,,,Other
ProductSpecification,specificationName,String,No,,,Other
ProductSpecification,specificationType,SpecificationType,No,,,Other
ProductSpecification,specificationValue,String,Yes,,,Other
ProductSpecification,nominalValue,Float,Yes,,,Other
ProductSpecification,minValue,Float,Yes,,,Other
ProductSpecification,maxValue,Float,Yes,,,Other
ProductSpecification,unitOfMeasure,String,Yes,,,Other
ProductSpecification,testMethod,String,Yes,,,Other
ProductSpecification,inspectionFrequency,String,Yes,,,Other
ProductSpecification,isCritical,Boolean,No,auto,,Other
ProductSpecification,isRegulatory,Boolean,No,auto,,Other
ProductSpecification,documentReferences,String[],No,,,Other
ProductSpecification,notes,String,Yes,,,Other
ProductSpecification,isActive,Boolean,No,true,,Other
ProductSpecification,createdAt,DateTime,No,now(,,Other
ProductSpecification,updatedAt,DateTime,No,,,Other
ProductSpecification,part,Part,No,,,Other
ProductConfiguration,id,String,No,cuid(,,Other
ProductConfiguration,partId,String,No,,,Other
ProductConfiguration,configurationName,String,No,,,Other
ProductConfiguration,configurationType,ConfigurationType,No,,,Other
ProductConfiguration,description,String,Yes,,,Other
ProductConfiguration,configurationCode,String,Yes,,,Other
ProductConfiguration,attributes,Json,Yes,,,Other
ProductConfiguration,priceModifier,Float,Yes,auto,,Other
ProductConfiguration,costModifier,Float,Yes,auto,,Other
ProductConfiguration,leadTimeDelta,Int,Yes,auto,,Other
ProductConfiguration,isAvailable,Boolean,No,true,,Other
ProductConfiguration,effectiveDate,DateTime,Yes,,,Other
ProductConfiguration,obsoleteDate,DateTime,Yes,,,Other
ProductConfiguration,isDefault,Boolean,No,auto,,Other
ProductConfiguration,marketingName,String,Yes,,,Other
ProductConfiguration,imageUrl,String,Yes,,,Other
ProductConfiguration,isActive,Boolean,No,true,,Other
ProductConfiguration,createdAt,DateTime,No,now(,,Other
ProductConfiguration,updatedAt,DateTime,No,,,Other
ProductConfiguration,options,ConfigurationOption[],No,,,Other
ProductConfiguration,part,Part,No,,,Other
ConfigurationOption,id,String,No,cuid(,,Other
ConfigurationOption,configurationId,String,No,,,Other
ConfigurationOption,optionName,String,No,,,Other
ConfigurationOption,optionCode,String,Yes,,,Other
ConfigurationOption,description,String,Yes,,,Other
ConfigurationOption,optionCategory,String,Yes,,,Other
ConfigurationOption,optionValue,String,Yes,,,Other
ConfigurationOption,isRequired,Boolean,No,auto,,Other
