Table Name,Field Name,Data Type,Category,Priority,Description,Business Purpose,Example Values,Constraints,Business Rules,Compliance Notes,Related Fields
User,phone,String,Other,low,"Phone information","Supports personnel management operations by tracking phone for User entities",""Example phone"; "Sample phone"; "Test phone"","NOT NULL; UNIQUE","","GDPR: Personal Identifiable Information (PII) - requires privacy protection",""
User,emergencyContact,String,Other,low,"Emergency contact information","Supports personnel management operations by tracking emergency contact for User entities",""Example emergency contact"; "Sample emergency contact"; "Test emergency contact"","NOT NULL; UNIQUE","","",""
User,emergencyPhone,String,Other,low,"Emergency phone information","Supports personnel management operations by tracking emergency phone for User entities",""Example emergency phone"; "Sample emergency phone"; "Test emergency phone"","NOT NULL; UNIQUE","","GDPR: Personal Identifiable Information (PII) - requires privacy protection",""
User,department,String,Other,low,"Department information","Supports personnel management operations by tracking department for User entities",""Example department"; "Sample department"; "Test department"","NOT NULL; UNIQUE","","",""
User,costCenter,String,Other,low,"Cost center information","Supports personnel management operations by tracking cost center for User entities",""Example cost center"; "Sample cost center"; "Test cost center"","NOT NULL; UNIQUE; Must be non-negative for quantities and costs","","SOX: Financial data requiring accuracy and access controls",""
User,laborRate,Float,Other,low,"Numeric value for labor rate","Supports personnel management operations by tracking labor rate for User entities","1.5; 10.25; 100.75","Must be non-negative for quantities and costs","","",""
MaterialLot,id,String,Identity,critical,"Unique identifier for the record","Primary key for database relationships and record identification",""usr-123e4567-e89b-12d3-a456-426614174000"; "wo-987fcdeb-51f2-4567-8901-123456789012"","NOT NULL; UNIQUE; UUID format; NOT NULL; UNIQUE","","",""
MaterialLot,serialNumber,String,Traceability,critical,"Unique serial number for individual part instance","Enables complete traceability of individual parts through manufacturing and service life",""SN-ENG-001-20241030"; "SN-TURB-205-20241025"; "SN-COMP-089-20241028"","UNIQUE; Format varies by part type; Required for serialized parts; NOT NULL; UNIQUE","","FDA 21 CFR Part 11: Electronic records requiring digital signatures and audit trails",""
MaterialLot,createdAt,DateTime,Audit,critical,"Timestamp when the record was initially created","Audit trail for record creation, required for compliance and data integrity",""2024-10-30T10:00:00.000Z"; "2024-10-30T14:22:15.123Z"","NOT NULL; Default: CURRENT_TIMESTAMP; NOT NULL; NOT NULL for audit fields","","","updatedAt; createdBy"
MaterialLot,updatedAt,DateTime,Audit,critical,"Timestamp when the record was last modified","Tracks latest changes for audit trail and data synchronization",""2024-10-30T14:22:15.123Z"; "2024-10-30T16:45:30.456Z"","NOT NULL; Default: CURRENT_TIMESTAMP ON UPDATE; NOT NULL; NOT NULL for audit fields","","","createdAt; updatedBy"
MaterialLot,persistentUuid,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,lotNumber,String,Traceability,high,"Lot or batch number for material grouping","Groups materials from same production batch for quality control and traceability",""LOT-TI-20241015"; "LOT-AL-20241020"; "LOT-STEEL-20241022"","Required for lot-controlled materials; Format: LOT-MATERIAL-DATE; NOT NULL; UNIQUE","","FDA 21 CFR Part 11: Electronic records requiring digital signatures and audit trails",""
MaterialLot,materialId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,unitOfMeasureId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,locationId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,warehouseId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,status,MaterialLotStatus,Status,high,"Current operational status of the entity","Tracks entity state for workflow management and business process control",""ACTIVE"; "INACTIVE"; "PENDING"; "COMPLETED"; "CANCELLED"","NOT NULL; Must be valid enum value; Default: ACTIVE; NOT NULL","","","statusChangedAt; statusChangedBy"
MaterialLot,state,MaterialLotState,Other,high,"Reference to MaterialLotState entity","Establishes relationship with MaterialLotState for material management operations",""materiallotstate-001"; "materiallotstate-123"","NOT NULL","","",""
MaterialLot,qualityStatus,QualityLotStatus,Other,high,"Reference to QualityLotStatus entity","Establishes relationship with QualityLotStatus for material management operations",""qualitylotstatus-001"; "qualitylotstatus-123"","NOT NULL","","",""
MaterialLot,inspectionId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,supplierId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,manufacturerId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,currencyId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,parentLotId,String,Relationships,high,"Foreign key reference to related record","Establishes relationship with referenced entity for data integrity",""site-001"; "user-456"; "wo-789"","FOREIGN KEY constraint; References parent table; NOT NULL; UNIQUE","","",""
MaterialLot,genealogyAsChild,MaterialLotGenealogy,Other,high,"Reference to MaterialLotGenealogy entity","Establishes relationship with MaterialLotGenealogy for material management operations",""materiallotgenealogy-001"; "materiallotgenealogy-123"","NOT NULL","","",""
MaterialLot,genealogyAsParent,MaterialLotGenealogy,Other,high,"Reference to MaterialLotGenealogy entity","Establishes relationship with MaterialLotGenealogy for material management operations",""materiallotgenealogy-001"; "materiallotgenealogy-123"","NOT NULL","","",""
MaterialLot,material,MaterialDefinition,Other,high,"Reference to MaterialDefinition entity","Establishes relationship with MaterialDefinition for material management operations",""materialdefinition-001"; "materialdefinition-123"","NOT NULL","","",""
MaterialLot,parentLot,MaterialLot,Other,high,"Reference to MaterialLot entity","Establishes relationship with MaterialLot for material management operations",""materiallot-001"; "materiallot-123"","","","",""
MaterialLot,childLots,MaterialLot,Other,high,"Reference to MaterialLot entity","Establishes relationship with MaterialLot for material management operations",""materiallot-001"; "materiallot-123"","NOT NULL","","",""
MaterialLot,unitOfMeasureRef,UnitOfMeasure,Other,high,"Reference to UnitOfMeasure entity","Establishes relationship with UnitOfMeasure for material management operations",""unitofmeasure-001"; "unitofmeasure-123"","","","",""
MaterialLot,locationRef,Location,Other,high,"Reference to Location entity","Establishes relationship with Location for material management operations",""location-001"; "location-123"","","","",""
MaterialLot,currencyRef,Currency,Other,high,"Reference to Currency entity","Establishes relationship with Currency for material management operations",""currency-001"; "currency-123"","","","",""
MaterialLot,stateHistory,MaterialStateHistory,Other,high,"Reference to MaterialStateHistory entity","Establishes relationship with MaterialStateHistory for material management operations",""materialstatehistory-001"; "materialstatehistory-123"","NOT NULL","","",""
MaterialLot,sublots,MaterialSublot,Other,high,"Reference to MaterialSublot entity","Establishes relationship with MaterialSublot for material management operations",""materialsublot-001"; "materialsublot-123"","NOT NULL","","",""
MaterialLot,kitItems,KitItem,Other,high,"Reference to KitItem entity","Establishes relationship with KitItem for material management operations",""kititem-001"; "kititem-123"","NOT NULL","","",""
MaterialLot,manufactureDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
MaterialLot,receivedDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL; NOT NULL for audit fields","","","timeZone; calendar"
MaterialLot,expirationDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
MaterialLot,firstUsedDate,DateTime,Temporal,medium,"Date value for scheduling or tracking","Manages scheduling, deadlines, and temporal business rules",""2024-10-30T10:00:00Z"; "2024-11-15T17:00:00Z"","DateTime format; Must be valid date; NOT NULL for audit fields","","","timeZone; calendar"
